valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,pop,incValue,prctConsultations,valueYearCumSum,valueMean3y,trend,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2025-M05,month,CH,country,all,agegroup_tick,all,1497.9,193303.8,559769,9051029,16.55,0.006,2387.7,NA,rising,NA,NA,NA,NA,TRUE
cases,2025-M06,month,CH,country,all,agegroup_tick,all,2575,193303.8,559769,9051029,28.45,0.01,4962.7,NA,rising,NA,NA,NA,NA,TRUE
cases,2025-M07,month,CH,country,all,agegroup_tick,all,2949.7,193303.8,559769,9051029,32.59,0.011,7912.4,NA,rising,NA,NA,NA,NA,TRUE
cases,2025-M08,month,CH,country,all,agegroup_tick,all,2294.4,193303.8,559769,9051029,25.35,0.009,10206.8,NA,stagnant,NA,NA,NA,NA,TRUE
cases,2025-M09,month,CH,country,all,agegroup_tick,all,1264.4,193303.8,559769,9051029,13.97,0.005,11471.2,NA,falling,NA,NA,NA,NA,TRUE
cases,2025-M10,month,CH,country,all,agegroup_tick,all,749.4,193303.8,559769,9051029,8.28,0.003,12220.6,NA,falling,NA,NA,NA,NA,TRUE
cases,2025-M11,month,CH,country,all,agegroup_tick,all,515,193303.8,559769,9051029,5.69,0.002,12735.6,NA,falling,NA,NA,NA,NA,TRUE
cases,2025-M12,month,CH,country,all,agegroup_tick,all,421.8,193303.8,559769,9051029,4.66,0.002,13157.4,NA,falling,NA,NA,NA,NA,TRUE
cases,2026-M01,month,CH,country,all,agegroup_tick,all,86.9,208288,603197.9,9050788,0.96,0,86.9,NA,falling,NA,NA,NA,NA,TRUE
cases,2026-M02,month,CH,country,all,agegroup_tick,all,130.3,208288,603197.9,9050788,1.44,0,217.2,NA,falling,NA,NA,NA,NA,TRUE
cases,2026-M03,month,CH,country,all,agegroup_tick,all,260.7,208288,603197.9,9050788,2.88,0.001,477.9,NA,stagnant,NA,NA,NA,NA,TRUE
cases,2026-M04,month,CH,country,all,agegroup_tick,all,391,208288,603197.9,9050788,4.32,0.001,868.9,NA,rising,NA,NA,NA,NA,TRUE
cases,2026-M05,month,CH,country,all,agegroup_tick,all,868.9,208288,603197.9,9050788,9.6,0.003,1737.8,NA,rising,NA,NA,NA,NA,TRUE
cases,2026-M06,month,CH,country,all,agegroup_tick,all,2173.1,208288,603197.9,9050788,24.01,0.008,3910.9,NA,rising,NA,NA,NA,NA,TRUE
cases,2026-M07,month,CH,country,all,agegroup_tick,all,1737.8,208288,603197.9,9050788,19.2,0.007,5648.7,NA,rising,NA,NA,NA,NA,TRUE
cases,2026-M08,month,CH,country,all,agegroup_tick,all,1129.5,208288,603197.9,9050788,12.48,0.004,6778.2,NA,stagnant,NA,NA,NA,NA,TRUE
cases,2013,year,CH,country,all,agegroup_tick,all,13379.1,165475.9,645975,8139631,164.37,0.042,NA,NA,NA,NA,NA,NA,NA,TRUE
cases,2014,year,CH,country,all,agegroup_tick,all,7189,171875.8,650696,8237666,87.27,0.023,NA,NA,NA,-6190.1,-77.1,-46.9,NA,TRUE
cases,2015,year,CH,country,all,agegroup_tick,all,5753.5,163499.3,617045,8325194,69.11,0.018,NA,8773.9,falling,-1435.5,-18.16,-20.8,NA,TRUE
cases,2016,year,CH,country,all,agegroup_tick,all,10486.5,161379.7,603303,8419550,124.55,0.033,NA,7809.7,rising,4733,55.44,80.2,NA,TRUE
cases,2017,year,CH,country,all,agegroup_tick,all,8955.8,162932.8,576232,8484130,105.56,0.03,NA,8398.6,rising,-1530.7,-18.99,-15.2,9152.78,TRUE
cases,2018,year,CH,country,all,agegroup_tick,all,17189.9,151604.3,567510,8544527,201.18,0.054,NA,12210.7,rising,8234.1,95.62,90.6,9914.94,TRUE
cases,2019,year,CH,country,all,agegroup_tick,all,10155.1,158480.7,585079,8606033,118,0.032,NA,12100.3,rising,-7034.8,-83.18,-41.3,10508.16,TRUE
cases,2020,year,CH,country,all,agegroup_tick,all,14359.8,172081.2,566796,8670300,165.62,0.05,NA,13901.6,falling,4204.7,47.62,40.4,12229.42,TRUE
cases,2021,year,CH,country,all,agegroup_tick,all,8401.5,195550.4,605347,8738791,96.14,0.031,NA,10972.1,falling,-5958.3,-69.48,-42,11812.42,TRUE
cases,2022,year,CH,country,all,agegroup_tick,all,8621.4,195294.5,574685,8815385,97.8,0.033,NA,10460.9,falling,219.9,1.66,1.7,11745.54,TRUE
cases,2023,year,CH,country,all,agegroup_tick,all,8353.7,187749.1,542532,8962258,93.21,0.032,NA,8458.9,falling,-267.7,-4.59,-4.7,9978.3,TRUE
cases,2024,year,CH,country,all,agegroup_tick,all,11101.1,183444.2,533748,9051029,122.65,0.042,NA,9358.7,rising,2747.4,29.44,31.6,10167.5,TRUE
cases,2025,year,CH,country,all,agegroup_tick,all,13157.5,193303.8,559769,9051029,145.37,0.05,NA,10870.8,rising,2056.4,22.72,18.5,9927.04,TRUE
